Character_A,Character_B,Weight,Pages
"بنو","گوہر مرزا",3,"51 53 54"
"بوا امیرن","بڑے خان صاحب",2,"175 176"
"بوا امیرن","حسین خاں",1,"173"
"بوا امیرن","خان صاحب",2,"175 176"
"بوا امیرن","مدن کی ماں",2,"175 176"
"بوا امیرن","مرزا رسوا",6,"150 159 160 173 175 176"
"بوا امیرن","نواب فخر النساء کی ماما",4,"150 159 160 173"
"بوا حسینی","بیگا جان",1,"32"
"بوا حسینی","بیگم جعفر علی خان",2,"25 51"
"بوا حسینی","خان صاحب",3,"76 78 79"
"بوا حسینی","خانم جان",14,"25 26 27 32 59 78 79 80 86 90 92 111 114 116"
"بوا حسینی","خورشید جان",5,"27 78 86 89 111"
"بوا حسینی","دلاور خان",2,"25 76"
"بوا حسینی","شمشیر خان",1,"79"
"بوا حسینی","علی بخش",1,"52"
"بوا حسینی","فیض علی",4,"111 114 115 117"
"بوا حسینی","مرزا رسوا",25,"25 26 27 32 40 51 52 59 71 76 78 79 80 86 89 90 92 111 114 115 116 117 120 161 182"
"بوا حسینی","مرزا علی رضا بیگ",1,"79"
"بوا حسینی","مولوی صاحب",5,"32 40 51 52 120"
"بوا حسینی","میاں امیر",5,"27 40 52 78 86"
"بوا حسینی","میر صاحب",1,"86"
"بوا حسینی","نواب سلطان صاحب",3,"59 71 79"
"بوا حسینی","نواب سلطان کا چھوٹا بھائی",1,"79"
"بوا حسینی","نواب صاحب (مشاعرہ)",6,"51 59 71 76 78 79"
"بوا حسینی","نواب فخر النساء کی ماما",2,"32 71"
"بوا حسینی","نواب چھین صاحب کی والدہ",4,"27 78 80 111"
"بوا حسینی","پنامل جوہری",1,"111"
"بوا حسینی","پیارے صاحب",2,"32 86"
"بوا حسینی","پیر بخش",1,"25"
"بوا حسینی","چھوٹا بھائی",1,"26"
"بوا حسینی","گوہر مرزا",8,"40 51 52 71 111 115 117 120"
"بڑے خان صاحب","خان صاحب",2,"175 176"
"بڑے خان صاحب","مدن کی ماں",2,"175 176"
"بڑے خان صاحب","مرزا رسوا",2,"175 176"
"بڑے نواب صاحب","جہاں پناہ",1,"64"
"بڑے نواب صاحب","خانم جان",1,"64"
"بڑے نواب صاحب","دلبر حسین",1,"64"
"بڑے نواب صاحب","مرزا رسوا",1,"64"
"بڑے نواب صاحب","نواب صاحب (مشاعرہ)",1,"64"
"بڑے نواب صاحب","نواب ملکہ کشور",1,"64"
"بڑے نواب صاحب","نواب چھین صاحب",1,"64"
"بیبا جان","حسین باندھی",1,"118"
"بیبا جان","حسین علی صاحب",1,"118"
"بیبا جان","خانم جان",1,"118"
"بیبا جان","فیض علی",1,"118"
"بیبا جان","مرزا رسوا",1,"118"
