book_id,author,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63
30,MunshiPremchand,-0.3165016,0.13272451,-0.78062516,-0.18472578,-0.0771088,0.09103069,-0.72796434,-0.5462008,-0.19359314,0.36712593,3.104606,-0.51702297,2.4889567,-0.32752025,0.73667973,-0.4344153,-0.7705561,-0.59269094,-0.09181621,5.1767197,5.194714,4.268754,-0.17674042,1.9210196,-0.089851335,-0.583062,0.17175056,0.0035133162,-0.6750423,0.2461224,-0.73903006,2.931406,-0.63016474,-0.74661404,-0.6651184,0.34378448,3.6266828,0.026820242,-0.309672,-0.39487016,4.044667,-0.04134736,4.802748,-0.6970403,2.941606,3.3935816,1.4002298,0.040875524,-0.31569025,3.7681236,5.891763,-0.22540283,-0.16534317,0.42974642,-0.76843035,1.0021884,-0.5393604,-0.65321946,-0.79042405,0.07844702,-0.5035385,-0.28740877,0.24673864,-0.60763377
31,MunshiPremchand,-0.1703668,-0.091649525,-0.54447705,0.077977225,0.9496726,1.570218,-0.36501294,0.17891784,-0.058648966,0.10690162,1.483464,-0.22006628,2.8834896,0.2654172,-0.28922606,-0.004933417,-0.5352469,-0.37415764,0.8776027,3.376019,4.0019445,3.013743,-0.07978719,1.7907156,-0.09224398,-0.31923077,-0.148088,-0.15446164,-0.52247286,0.02723733,-0.37874436,1.0993848,-0.38455564,-0.49411112,-0.22987714,-0.029834446,1.2737244,-0.26677135,-0.09793719,-0.33360198,2.4706395,-0.28284553,3.1671765,-0.4399559,3.9739738,1.8005655,2.2708123,1.1124542,-0.1944958,3.2502081,4.090352,0.028100789,0.24011377,-0.13693373,-0.51813966,0.7877658,0.11682737,-0.10773307,-0.5571039,-0.21799631,-0.241639,-0.40710503,-0.10767917,-0.4121243
32,MunshiPremchand,-0.28859317,-0.21701545,-0.4617157,-0.20221844,1.109258,1.2113997,-0.17994593,0.35493553,-0.21181601,-0.046565186,1.7511963,-0.49235108,3.207017,0.019204454,-0.26248923,-0.23105069,-0.48796424,-0.3138068,0.91943157,3.588877,4.168575,3.2012105,-0.35008457,1.9997057,-0.24514838,-0.49446216,-0.3430451,-0.248358,-0.6445514,-0.17602234,-0.30639017,1.1668361,-0.53706765,-0.35644358,-0.0045436476,-0.31886584,1.6759919,-0.35667655,-0.22248782,-0.5590156,2.6623566,-0.4570546,3.3561666,-0.52598965,4.0695386,1.8774756,2.5095944,1.4136904,-0.3344337,3.7101903,4.3222413,-0.15533382,0.15626419,-0.29133537,-0.4581508,0.6865078,0.116298854,0.16927163,-0.46756005,-0.28587487,-0.49406183,-0.57064134,-0.21579641,-0.47078192
33,MunshiPremchand,-0.11317535,0.09171735,-0.66962194,0.114271946,0.44674525,0.59481496,-0.60784966,-0.21721263,-0.07917061,0.4303105,2.1552172,-0.37343258,2.3891728,-0.109475955,0.4463329,-0.24908897,-0.67122054,-0.46175534,0.27295324,3.910971,4.221222,3.495588,0.07653145,1.7563946,0.022036113,-0.42167526,0.27409148,0.015905516,-0.56696427,0.39473426,-0.521435,1.9724636,-0.48815888,-0.62579066,-0.49378055,0.47756293,2.457071,-0.032708082,-0.14397044,-0.22148713,2.9826117,-0.013562023,3.6561337,-0.59221077,2.9767292,2.458185,1.6419389,0.6093973,-0.19769207,3.211192,4.79466,-0.11328532,-0.08691919,0.31682658,-0.6340436,0.7704544,-0.22142293,-0.43686965,-0.6375418,-0.009832555,-0.37733284,-0.19705221,0.16452007,-0.5245664
34,MunshiPremchand,-0.42816764,-0.33814868,-0.4219985,-0.28208557,1.277404,0.13491783,-0.21921787,0.09640561,-0.5168119,-0.2436552,3.0237741,-0.41113925,4.056075,-0.5384894,0.5211407,-0.60723484,-0.44172972,-0.4387292,0.3096606,4.5148673,5.4137206,4.3563294,-0.3722589,2.6624303,-0.3629023,-0.49431244,-0.4128941,-0.43541646,-0.6690586,-0.3067307,-0.4499367,1.8129116,-0.5047805,-0.33234647,-0.16195633,-0.35331163,3.1924167,-0.5210122,-0.46974468,-0.5350107,3.3754869,-0.53124714,4.3035755,-0.75640064,4.5268826,2.4850183,3.1176822,1.6912569,-0.3164345,5.066905,5.738617,-0.51310223,0.47353393,-0.3501869,-0.45364562,0.46245748,-0.07042183,0.029023528,-0.4747727,-0.330676,-0.39359656,-0.59550714,-0.32347023,-0.7501715
35,MunshiPremchand,0.9625789,0.9523691,1.0084141,1.8865637,0.69099,0.16140465,0.9406614,0.5989978,0.63137925,1.7075794,-0.46623063,1.895053,0.380629,0.34088132,0.66165185,0.49243778,1.1592317,0.889006,0.21107939,-0.44131944,-0.18296376,0.06665559,1.5686829,0.38226297,1.1602838,1.6649,1.2447717,0.5035776,0.91015947,1.6141796,0.36451444,0.48144606,1.4051219,0.8844529,0.4161354,1.7977009,-0.22884214,0.539766,0.6734537,1.1613632,-0.5243826,0.7501503,-0.42588043,0.65426946,0.523549,0.0681869,0.7893666,0.8629422,0.759471,0.015884964,0.19290009,0.6373768,1.4386095,0.8862664,1.1137265,0.07586774,1.1346381,0.8392411,0.93822837,0.41779876,1.7341827,0.8481534,0.90102273,0.3485205
36,MustansarHussainTarar,0.55197537,0.32513785,2.6107259,0.9703854,2.8786027,2.1499898,2.4028137,1.50368,0.17777912,0.8090075,-0.607637,0.71431965,2.4106736,0.7307143,-0.3815554,0.615728,2.0649178,0.52635014,0.9117022,-0.81477195,0.6729564,0.12879384,0.5090419,0.9568018,0.54605114,1.0843375,0.1883152,-0.06207577,0.1453403,0.6661598,1.6004608,-0.4239283,1.0384789,2.3848827,1.4221127,0.26194295,-0.789959,-0.3243823,0.32111412,0.19557093,-0.8138789,-0.22769305,-0.67879206,0.5717891,3.4336236,-0.6214879,3.1719897,3.0989053,0.35260558,1.244972,-0.10366698,0.37914866,1.2316916,-0.13628742,2.3470786,-0.121087566,1.4767075,2.7467234,2.6199944,0.024453243,0.4566348,-0.11995225,0.2656295,0.32493883
37,MustansarHussainTarar,1.115872,1.1006008,0.8712312,1.7805492,1.0409836,-0.5772217,1.1631556,0.86362183,0.43078065,1.8107576,0.5386825,1.0682433,1.3855362,0.08310573,0.69236773,0.22272833,0.82819057,-0.08662468,0.047963917,0.5070001,0.55941886,0.33297122,1.2381014,0.52842826,1.3110254,0.77581465,1.0270267,0.46348163,0.18273537,1.6284431,0.17669655,0.9617792,0.69647485,1.1262765,1.1036596,1.2892162,0.5050379,0.12931445,0.6813591,0.6139871,0.3762907,0.44300872,0.47283736,-0.6018751,1.1224612,0.7324722,1.4026339,1.5361469,1.1748605,1.6532807,0.6002537,0.51390713,3.5755177,0.7963901,0.82862556,0.33031413,0.050303422,1.6178,0.7523698,0.64210796,1.0867077,0.26515457,1.0636538,-0.41839504
38,MustansarHussainTarar,1.0240113,0.9303094,1.8225269,1.8346467,1.7820392,0.5997299,1.9929881,1.5286173,0.4971785,1.6278354,-0.5568549,1.5190098,1.4205433,0.44466177,0.2041865,0.50876254,1.6939881,0.65404946,0.76165825,-0.80363995,-0.31628296,-0.3586397,1.3226023,0.57155406,1.1598233,1.3679062,0.9633859,0.38519493,0.55519587,1.5079057,0.84118843,0.1364493,1.2165456,1.9124103,1.6074637,1.29917,-0.61617726,0.18284543,0.67465717,0.7467644,-0.7968754,0.42525643,-0.7525089,0.2921879,1.7299795,-0.26679403,1.9732213,2.227832,1.0053302,0.82993025,-0.40518865,0.5889608,2.8917854,0.6156883,1.7817603,-0.007023106,1.1135069,2.4344237,1.7358918,0.4054188,1.3958623,0.42420766,0.8619903,0.16825175
39,MustansarHussainTarar,1.1892596,1.096873,2.0682096,2.0227647,1.415514,0.52527446,1.7437193,0.9693883,0.61483216,1.8659707,-0.60579497,2.4833004,0.6358953,0.47283345,0.21653877,0.6547985,2.0404556,0.85833824,0.23189515,-0.8769656,-0.6668388,-0.5051793,1.532223,0.2974106,1.356317,2.1278367,1.0979043,0.47328037,1.1406842,1.67369,0.85978925,0.24496324,1.9214648,1.8625625,0.9428614,1.4880391,-0.64255846,0.38469464,0.77376026,1.2913646,-0.83125216,0.6107281,-0.8553549,0.7675585,0.87293696,-0.20885019,1.3577932,1.6293944,0.9693911,-0.20802641,-0.67082924,0.670982,1.9303964,0.7191082,2.0651681,0.029261202,1.2525048,1.7517349,1.985411,0.51274544,2.1836333,0.91252863,1.0213723,0.49761024
40,MustansarHussainTarar,0.61773914,0.5473924,0.5646779,1.1832935,1.7539221,1.6591207,0.8935749,1.0213432,0.27662006,1.0868537,-0.062244,0.4260947,2.2463229,0.5736948,-0.20876251,0.40410867,0.3355491,0.19616121,1.045346,0.71113664,1.6868081,1.1749866,0.73729277,1.1707872,0.7237649,0.34805742,0.48975477,0.15629674,-0.0825785,0.9462891,0.4390165,0.19735412,0.2140459,0.58930176,0.70200014,0.704076,-0.27237546,-0.08678305,0.41543812,0.2134367,0.30186203,0.06769155,0.77155083,0.11553649,3.2685738,0.20491602,2.4267373,1.9806613,0.42134523,1.7232107,1.5526762,0.40708014,1.0080439,0.25288123,0.5173647,0.28107765,0.8927611,1.3463346,0.57712716,0.15425684,0.35184413,-0.016408509,0.49199128,-0.005473355
41,MustansarHussainTarar,1.5101109,1.437809,1.1897833,2.4346416,1.3331664,-0.1037708,1.4937301,1.1580657,0.59921634,2.3064618,-0.4609136,1.4564776,1.1471297,0.33325025,0.42864725,0.44756138,1.0774823,0.12638795,0.39001936,-0.77172947,-0.45917708,-0.53295785,1.7723083,0.29936358,1.7082151,1.1569419,1.3343443,0.62786084,0.4061545,2.0643427,0.4661507,0.47629023,1.0126312,1.3927022,1.320026,1.7185787,-0.5291907,0.11902825,1.0309534,0.90010566,-0.77542233,0.5854024,-0.7220559,-0.320841,1.2469773,-0.060908243,1.5325311,1.7926313,1.4714513,0.8270371,-0.5696678,0.713317,3.7090042,0.9481736,1.1530807,0.18268704,0.45484743,1.9851966,1.1051153,0.7336918,1.4205741,0.4171348,1.349887,-0.30489653
42,MustansarHussainTarar,0.89741,1.186562,-0.15454756,1.4771558,-0.3956817,1.1871897,-0.18985018,-0.10086481,1.5242002,2.5264752,0.01055198,0.62291276,-0.33677024,1.3243846,0.31053308,1.3158628,-0.07751556,0.33565006,0.59450626,2.0291662,0.912364,1.0123245,0.97961706,0.14699887,1.2010797,0.5432951,1.5631754,1.1486349,0.17049246,2.113429,-0.32953966,1.8839931,0.3062795,-0.102331944,-0.15426065,1.907419,0.7250635,1.6105739,0.9290413,0.4000572,1.5718883,1.2338724,1.6578233,0.49105772,-0.047246423,1.7627137,-0.33733147,-0.2706274,0.48487514,-0.1605583,1.8314494,1.663768,1.0956744,1.6357049,-0.0068636336,0.9198362,0.3196876,-0.12813799,-0.11398353,0.49797863,0.53613204,0.6552596,1.2392865,0.8844936
43,MustansarHussainTarar,0.7508917,0.6388727,0.8874908,1.3289142,0.9319519,0.82674766,1.2372891,1.4415885,0.55733544,1.2837354,-0.5195673,1.1332797,0.85575765,0.46543333,0.41025704,0.42646474,1.1353654,1.5963783,1.2688743,0.2964178,0.30580714,0.7690988,0.86522996,1.042088,0.8380167,1.225184,0.71533537,0.31354353,0.7568545,1.1091999,0.49611557,0.3444497,0.90363973,0.95414996,1.138667,0.9793934,0.053294376,0.83113,0.4867941,0.48452708,-0.047845174,0.3566318,0.18438745,1.0640072,1.2727499,0.11964056,1.3129112,1.3183163,0.46694624,0.30706757,1.2629216,0.5385322,1.0339284,0.4479478,1.1124426,-0.029905148,1.883242,1.4016871,0.8986194,0.20638312,0.96630615,0.50164187,0.5970775,0.8419368
44,MustansarHussainTarar,0.74393296,0.7458018,0.8380859,1.4473515,0.95012623,0.78322256,0.920382,0.7600001,0.64229316,1.3927083,-0.36773556,1.2171977,0.75019145,0.5572999,0.2708243,0.6506762,0.88308203,0.61520827,0.44148678,-0.01080513,0.29532835,0.3864631,1.1172806,0.5477826,0.9117379,1.1674315,0.92951995,0.40084785,0.4354516,1.2947626,0.3439898,0.438277,0.9538015,0.80668455,0.53616107,1.3474326,-0.260968,0.51777744,0.51797,0.7196247,-0.16083522,0.60802424,-0.0009222315,0.5308813,1.1052519,0.24171959,1.1184332,1.1426438,0.6563377,0.31202132,0.6589732,0.660103,1.7443391,0.69298875,0.9380222,0.1494568,1.0181087,1.0230124,0.78758234,0.29534093,1.0916586,0.5962602,0.709143,0.36557662
45,MustansarHussainTarar,0.45529738,0.35792294,1.8092452,0.9702581,1.6762183,1.4036608,1.8048925,1.2629608,0.67296714,0.99762976,-0.4062963,1.1976765,1.3515242,0.84035426,0.06378999,0.83708864,1.6397206,0.7006682,0.8021676,-0.097833626,0.16339093,0.0012184256,0.63890386,0.5488313,0.5109706,1.1910379,0.5554955,0.28310853,0.4375577,0.93511194,0.9114712,0.00898943,1.0616647,1.7782902,1.262438,0.76964724,-0.47973385,0.4298201,0.4463071,0.4794961,-0.21056041,0.34177104,-0.09985247,0.610407,1.7933351,-0.054779347,1.8156945,2.0270545,0.3823591,0.9399862,0.074169636,0.85427135,2.093793,0.35061407,1.7522428,0.133113,1.1664507,2.0524547,1.7477472,0.05192263,1.079411,0.3660436,0.32683742,0.5615255
46,MirzaHadiRuswa,0.019100247,0.34791082,-0.49744505,0.55552006,0.10447623,0.34973532,-0.5965809,-0.5054109,0.26741108,0.8673192,2.3057656,0.24140632,1.9809155,0.01616592,0.78879476,0.031458847,-0.43264565,-0.22012864,-0.15387951,4.060159,4.1032305,3.4604769,0.47121486,1.4969221,0.2713363,0.068613574,0.80294913,0.28743738,-0.16434565,0.92969495,-0.58864254,2.452642,-0.07885338,-0.54481095,-0.67480946,1.1917275,2.8090603,0.5217711,-0.046376646,0.21276309,3.167751,0.5358389,3.7874384,-0.1812473,2.4440544,2.7817097,1.2350831,0.18670183,-0.054515462,2.807174,4.8139753,0.22900163,0.079804644,0.86184746,-0.4184563,0.8058534,-0.20038056,-0.62948406,-0.50328356,0.16845582,0.20414369,0.33167815,0.44313157,-0.12435393
47,MirzaHadiRuswa,0.2656202,0.34764355,-0.3745378,0.76100117,0.8584978,-0.11282132,-0.25152567,0.025362937,-0.04793525,0.7112605,2.2570827,0.25120568,3.0363142,-0.2248771,0.53770655,-0.17785208,-0.3441332,-0.37470597,0.13116565,3.225147,3.9067922,3.0601003,0.46968737,1.8416364,0.4108533,0.058437627,0.3136656,0.0111027565,-0.2656936,0.6217178,-0.43639582,1.6214052,-0.047885977,-0.32382554,-0.21376699,0.53852993,2.3478765,-0.20245339,0.08061369,0.048220523,2.3953884,-0.0125087965,3.06237,-0.6126112,3.3659644,1.9663821,2.264891,1.236672,0.23582181,3.8540738,4.0788984,-0.013262681,0.9063269,0.23262832,-0.3402715,0.49831578,-0.13847567,-0.03481644,-0.40582198,0.105406664,0.2125834,-0.13396569,0.32837856,-0.57221645
48,MirzaHadiRuswa,0.1495286,0.51020753,-0.1514381,0.3632983,0.29897025,-0.04282372,-0.116138846,-0.09546974,0.11526612,1.0611731,2.5283551,-0.16166124,2.0683162,-0.13975433,1.0095042,-0.21258499,-0.19497636,-0.3338489,-0.009822507,4.4084516,4.0793185,3.5312426,0.16527815,1.6154749,0.40201548,-0.22115664,0.6489997,0.2627099,-0.4156328,0.91698295,-0.32625833,2.693293,-0.27133244,-0.04219058,-0.0887002,0.79962355,3.2993853,0.3834772,-0.040482,-0.12243136,3.4877264,0.2271774,4.0532103,-0.6016408,2.3103616,2.9601965,1.3702573,0.56505346,0.039940067,3.0849545,4.9931774,0.08850785,0.61522996,0.73428494,-0.12805745,0.81170315,-0.34274736,0.09765848,-0.110653475,0.349308,-0.1588824,-0.0014957921,0.6460666,-0.363978
49,MirzaHadiRuswa,1.4087136,1.7295107,-0.0040631066,2.3960512,-0.27588278,-0.49133742,-0.03686763,-0.1512811,1.1185913,2.9910076,0.31599975,1.1913214,-0.3034923,0.47405756,1.1453356,0.66118664,0.06262859,-0.027330836,-0.290899,1.0677315,0.31937012,0.5388226,1.916866,-0.066796035,1.8372846,0.9183655,2.146275,1.12153,0.4138042,2.7710688,-0.29041097,2.0190396,0.68053186,0.07094308,-0.079124026,2.702254,1.0309062,1.1319623,1.0129173,1.0561286,0.81884795,1.3376732,0.85802126,-0.16076443,-0.44278783,1.4483546,-0.24601792,-0.09825545,1.1511588,-0.06739735,1.087748,1.1149234,2.0401971,1.8839765,0.104968175,0.6063127,-0.11225472,0.05398358,0.0048185172,0.9938291,1.124986,0.95968676,1.7909886,0.10438805
50,MirzaHadiRuswa,-0.13356012,0.23171958,-0.39765003,0.42594376,0.02251288,-0.76187617,-0.37484834,-0.44521987,-0.21685359,0.33851576,2.429264,-0.13132797,1.0891811,-0.49398008,1.5976137,-0.41430998,-0.44488466,-0.5412394,-0.63643277,2.1177065,2.534706,2.1610703,0.74942917,0.6286712,0.32546416,-0.29884732,0.74271035,0.05959683,-0.5261407,0.7221285,-0.5480365,2.0075345,-0.23358919,-0.39885545,-0.4289855,1.1960268,2.444459,-0.049132414,-0.32485065,0.52346617,1.8478822,0.47636026,2.2206721,-0.6559922,0.42798272,2.1262407,0.45226055,0.09707803,0.29199684,2.1715837,2.770469,-0.29446924,0.33581564,0.8880098,-0.47663122,0.39908603,-0.54191846,-0.29875183,-0.47856393,0.42728308,-0.018980013,0.35386026,0.3375434,-0.63951826
51,MirzaHadiRuswa,-0.48855823,-0.13300735,-0.68759745,-0.17846735,-0.4718771,0.4301253,-0.66872424,-0.2728276,0.42413762,0.34813455,1.0869435,-0.22349904,0.50572985,0.14281249,1.2144332,0.090028085,-0.5698701,0.6013349,0.2397468,3.2823813,2.7340653,2.9955158,0.05880585,1.2694856,-0.26475725,-0.13900547,0.8574621,0.32221895,-0.32506874,0.47961307,-0.59613526,2.3192587,-0.27303272,-0.7203559,-0.6946775,1.4294364,2.3146038,1.1288581,-0.34058842,-0.0257384,2.543331,0.83900213,2.93879,0.49664208,0.6161923,2.4937272,0.039249334,-0.41651917,-0.48959607,1.0214217,4.350545,0.16770782,-0.5299989,1.171683,-0.5884306,0.4876644,0.7128608,-0.77475584,-0.68769795,-0.2151921,-0.21128969,0.48889124,0.026040034,0.3627982
