book_id,author,gender_prop_Male,gender_prop_Female,gender_prop_Unknown,role_prop_Protagonist,role_prop_Antagonist,role_prop_Support,role_prop_Major_Support,role_prop_Narrator,role_prop_Minor,role_prop_Inactive,n_nodes,n_edges,density,deg_mean,deg_std,deg_max,clustering,transitivity,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63
20,BanoQudsia,0.537037,0.3148148,0.14814815,0.037037037,0.074074075,0.2962963,0.0,0.018518519,0.5740741,0.0,54.0,194.0,0.13556953,7.185185,7.850629,27.0,0.42328227,0.62953913,0.00570839,-0.1265752,3.407359,-0.32802474,-0.2504518,0.6808296,-0.41783613,-0.39711374,-0.30457217,-0.19564703,-0.1127224,-0.11899695,0.44390747,0.5180473,0.11779026,0.8290116,0.14166565,1.7791536,-0.5969955,4.178713,-0.46547124,0.09566722,-0.0076851714,0.8121099,2.069649,-0.16635588,0.5190794,0.59419054,0.13729103,-0.03621264,-0.7518954,-0.08718194,-0.45852393,0.005421093,2.1643102,-0.16955833,-0.07150413,0.31928843,-0.6204426,1.5778,-0.4746735,3.3699782,3.578568,1.5430058,-0.27825695,1.7957064,2.6342752,-0.7535687,0.56858855,0.8807167,-0.11041065,-0.6264818,-0.11271134,-0.18758757,0.037295897,-0.19930398,0.060324688,0.9181681,0.33888707,0.09382761,0.35451987,1.3292346,2.118264,0.3294452
21,BanoQudsia,0.57931036,0.3862069,0.03448276,0.0068965517,0.0068965517,0.29655173,0.0,0.0,0.6896552,0.0,145.0,479.0,0.045881227,6.6068964,10.046304,51.0,0.417158,0.43187043,-0.0058055795,0.8975334,0.23235613,0.27559838,-0.21389833,0.4386261,0.52947134,-0.36972612,0.13742901,-0.02892538,0.054597035,-0.36568442,0.504466,1.2630541,1.2928113,-0.04274149,0.20995417,0.5913312,-0.47313854,1.0372052,-0.4109541,0.03936642,0.113235526,-0.1960519,-0.12386039,0.1784328,2.0156112,0.5872144,0.057544347,0.8689533,-0.6230816,0.16596651,-0.36612773,0.7405159,1.3650283,0.29109567,2.7306327e-05,0.41184953,-0.26455697,1.0586389,-0.052219205,0.022960005,0.011920156,0.87287897,0.8638301,1.8300303,1.6912847,-0.53188396,0.5901605,0.047259677,-0.009100313,-0.652672,-0.19193612,-0.037564836,0.24145187,-0.07300547,0.8881025,0.18662335,0.50933033,-0.06922787,0.3641906,0.18675475,-0.21294942,0.1902497
22,IntazarHussain,0.30075186,0.23308271,0.46616542,0.0,0.0,0.2556391,0.0,0.007518797,0.7368421,0.0,140.0,249.0,0.025590956,3.557143,6.850726,35.0,0.20886713,0.5591535,0.8397647,-0.0078099985,1.0696355,-0.100868516,0.2553924,-0.1386527,-0.2661157,0.09740059,-0.2623672,0.3629378,0.6003129,0.727012,1.7631159,0.20288062,0.5793154,0.13604327,0.9022584,0.8180084,-0.3248817,0.64097196,-0.08928776,1.0684099,0.8351374,-0.3096649,0.019444862,0.51036763,0.50752807,1.8731676,1.0843728,0.5375361,-0.6787553,0.5942704,-0.1127085,0.68603694,0.36183327,0.34071526,0.48083103,1.3493325,-0.5056197,0.49567625,-0.30147865,0.32869926,0.19856502,0.37420478,-0.10203819,0.5056689,0.63881886,-0.7472163,1.8856446,0.2514405,0.47223118,-0.3759934,0.6214159,0.33531907,-0.048538342,0.29854506,-0.0392471,-0.03487718,1.4263365,1.0513171,-0.21067452,0.36954823,-0.10871742,0.9516752
23,IntazarHussain,0.6335878,0.22137405,0.14503817,0.007633588,0.030534351,0.3053435,0.0,0.007633588,0.648855,0.0,132.0,191.0,0.022091141,2.8939395,5.8958864,31.0,0.24077184,0.48569277,0.7752658,0.6642467,0.18764886,0.73989326,0.23053092,-0.20648746,0.5662337,-0.026568279,0.025413712,0.35099974,0.4569106,0.28862807,1.2496136,0.26473418,1.657416,-0.056994088,1.0507619,0.41021314,-0.34477335,-0.112193435,-0.077171884,0.65586275,0.5581514,-0.42252105,-0.3519042,0.64828116,0.89284265,1.5440396,0.7900926,1.3456575,-0.5356165,0.50449806,0.023285838,1.0882587,0.07894041,0.56974196,0.65155464,1.15293,-0.13445398,0.44150203,0.01780512,-0.15991181,-0.3304054,0.2881188,1.0710573,0.5103835,0.44396788,-0.5828822,1.4892167,0.02782729,0.5315509,-0.4467203,0.4263749,0.33966926,-0.19549643,0.3588363,0.57224613,-0.31975436,1.1956937,0.5742529,-0.23860122,0.16952768,-0.42539394,0.70011044
24,IntazarHussain,0.7948718,0.20512821,0.0,0.025641026,0.0,0.33333334,0.025641026,0.0,0.3846154,0.23076923,39.0,254.0,0.34278002,13.025641,9.62765,27.0,0.6029618,0.7749897,-0.07925587,0.01597133,3.720924,0.40284178,-0.5080069,0.75188625,0.28494367,-0.4920144,-0.11047815,-0.62113935,-0.6960487,-0.015665432,-0.1534677,1.3358026,0.91573715,0.32526633,-0.07887864,2.1651497,-0.79264843,4.7826815,-0.5888257,-0.19187962,-0.5789367,1.3371396,2.1611254,0.45898026,1.3030307,0.000575249,0.0010296259,0.6403486,-0.894664,-0.6718452,-0.52634424,0.05897846,3.3557367,0.160901,-0.20098554,-0.32957175,-0.743225,3.440294,-0.69298446,3.9658406,3.7456288,2.611243,0.5287799,2.523348,3.971944,-0.85968983,0.02169395,0.50676197,-0.6139002,-0.69992554,-0.18277138,-0.6582161,0.6615456,-0.6957039,-0.099333495,1.3303359,-0.3874681,-0.003641532,-0.39472866,1.2041373,2.0207057,0.9073157
25,IntazarHussain,0.8391167,0.13249211,0.028391168,0.0,0.0,0.056782335,0.0,0.0031545742,0.9400631,0.0,317.0,1815.0,0.036237672,11.451104,16.842422,223.0,0.6706968,0.23908962,-0.55252373,2.79873,-0.74084044,1.9807918,-0.6309682,0.84433645,2.7028763,-0.8157205,1.8543864,-0.69420123,-0.7996427,-0.8358135,-0.6750869,3.3402755,3.759726,-0.7969822,-0.10655684,0.26830056,-0.895616,0.22593173,-0.80399436,-0.78148615,-0.7721858,0.17100325,-0.6764516,2.0871127,5.0920534,-0.6553047,-0.7706915,2.7268252,-0.78547955,-0.78141373,-0.5536973,1.5314665,3.0683868,1.4924809,-0.48718747,-0.6853157,-0.07155465,3.494582,-0.3205447,-0.79351646,-0.7948079,2.0813854,3.724644,3.575557,3.2552283,-0.10005504,-0.6610106,-0.6137992,-0.737129,-0.9126995,-0.7694962,-0.75154305,0.8312395,-0.74528295,2.1591473,0.5887864,-0.694924,-0.773173,-0.13157478,-0.4539622,-0.8268812,-0.017608302
26,IntazarHussain,0.7,0.14285715,0.15714286,0.014285714,0.014285714,0.34285715,0.0,0.0,0.62857145,0.0,70.0,223.0,0.092339545,6.3714285,7.5954337,24.0,0.39830518,0.62573826,0.24528629,0.8436983,0.15906103,0.3155587,-0.11472814,0.37589595,0.38088578,-0.32948455,0.29303145,-0.09770983,-0.09927736,-0.08604203,0.5039284,1.2087395,1.5332048,-0.42652005,0.52411234,0.7543501,-0.6414011,0.82909685,-0.3121339,0.0930626,0.017879656,-0.21423821,-0.26092666,0.39419556,2.1479418,0.74281174,0.2755744,1.0411378,-0.7395136,-0.13658334,-0.32025087,0.64990354,1.5635643,0.4209714,0.14232443,0.5183136,-0.419081,1.5831736,-0.26302817,-0.031764623,0.12692101,1.1206412,0.72538877,1.7515641,1.8659773,-0.69058555,0.6760339,-0.17160949,0.058464445,-0.6973868,0.0076759406,-0.08446301,0.16049744,-0.09870008,0.87912405,0.35083935,0.49728224,0.0994283,-0.18882021,0.15296702,-0.39056873,0.4099975
27,IntazarHussain,0.7067669,0.21052632,0.082706764,0.007518797,0.0,0.13533835,0.0,0.0,0.85714287,0.0,133.0,257.0,0.02927774,3.8646617,6.478167,33.0,0.32977372,0.35639355,0.34013635,1.1116903,-0.081639886,0.70307577,-0.019897483,0.2588052,0.68422616,-0.25977817,0.55141544,0.074466,0.05331093,-0.11672355,0.67674255,0.9315991,1.6346543,-0.26842612,0.61914027,0.29325292,-0.52669567,0.25272042,-0.25750586,0.178695,0.17672108,-0.18891427,-0.3379696,0.6239523,1.7335465,0.8467794,0.30661112,1.2433376,-0.59588844,0.0873889,-0.20019825,0.790891,0.88847786,0.57066596,0.26494622,0.63242775,-0.10974571,0.9345794,-0.19980913,-0.3564325,-0.44967172,0.7705929,1.3389791,1.3510331,1.0419216,-0.4414681,0.8074195,-0.1320199,0.1676517,-0.6443503,0.03594528,0.08067744,0.005224875,0.044488773,1.06815,0.05759855,0.6582841,0.13368297,0.07744987,-0.013231603,-0.4768951,0.21292488
28,MunshiPremchand,0.79710144,0.1884058,0.014492754,0.04347826,0.13043478,0.26086956,0.0,0.0,0.5652174,0.0,69.0,533.0,0.22719523,15.449275,12.694328,55.0,0.66545016,0.57325995,-0.61245245,1.4935615,-0.18870805,0.15650778,-0.60790277,1.4989944,0.56342727,-0.7897248,0.5787123,-0.6621502,-0.7922134,-0.76379615,-0.63960767,2.969188,1.1856747,-0.61484295,-0.42997727,0.82192487,-0.89621675,1.973653,-0.7583153,-0.72394073,-0.7322203,0.19613098,-0.19414069,-0.14177841,4.196715,-0.5233353,-0.6516256,0.4446494,-0.789053,-0.7815813,-0.687109,0.14992109,3.5723116,0.23142694,-0.5013195,-0.5792375,-0.4212596,2.4715314,-0.33696312,-0.09934716,0.18753536,1.7921795,0.64853626,4.127138,3.976447,-0.42723382,-0.5682978,-0.17694096,-0.6491646,-0.89115816,-0.709794,-0.6488009,0.8201891,-0.6757212,1.8026682,0.91498995,-0.6210836,-0.7176828,0.6565447,-0.048876252,-0.4740885,-0.31961575
29,MunshiPremchand,0.6533333,0.24,0.10666667,0.026666667,0.08,0.2,0.0,0.0,0.6933333,0.0,75.0,281.0,0.10126126,7.4933333,9.321478,55.0,0.61532915,0.37713948,-0.36316556,1.3078977,-0.13086914,0.124365,-0.47069606,1.2169516,0.3396574,-0.63704354,0.60341555,-0.42838648,-0.4741958,-0.6154835,-0.212624,1.9875445,1.067009,-0.3408551,-0.27359104,0.5080794,-0.7314608,1.41353,-0.63518703,-0.44311416,-0.43303573,0.013833926,-0.08652988,-0.12688227,3.0648873,-0.17319715,-0.43204075,0.3607364,-0.67747015,-0.42184696,-0.59733605,0.11773844,2.395803,0.20663482,-0.35161084,-0.28264084,-0.2709759,1.4432219,-0.18259697,-0.36754715,0.111545615,1.2591556,0.6913784,2.933241,2.5195959,-0.4195522,-0.1719254,-0.1402613,-0.45802206,-0.7785626,-0.5276255,-0.45532185,0.39158767,-0.48575822,1.5910379,0.7231759,-0.25218597,-0.46501672,0.8781731,0.045715064,-0.270326,-0.30248
30,MunshiPremchand,0.75630254,0.24369748,0.0,0.016806724,0.042016808,0.15126051,0.0,0.0,0.789916,0.0,119.0,856.0,0.12191995,14.386555,15.822603,76.0,0.6209515,0.45475242,-0.5661746,1.603136,-0.19746965,0.28850168,-0.5855898,1.1634878,0.8274021,-0.7293795,0.7150227,-0.5459812,-0.63063353,-0.7641957,-0.4450091,2.4297886,1.6148074,-0.5201113,-0.39830098,0.6092824,-0.8138032,1.6789446,-0.7072975,-0.6293524,-0.58879125,0.3899306,-0.05724341,0.15006767,3.545098,-0.39925945,-0.59205043,0.8545759,-0.7630266,-0.5898549,-0.67444265,0.42234418,2.7356164,0.342739,-0.5035825,-0.44550112,-0.28845686,2.140623,-0.15481421,-0.19308999,0.07379029,1.4810357,1.2773918,3.4179792,3.1101367,-0.5036681,-0.41184628,-0.17491496,-0.5809375,-0.86993295,-0.67656654,-0.56559104,0.63616866,-0.6128256,1.6933529,0.59902227,-0.4336671,-0.6471726,0.7264436,-0.036614437,-0.3406178,-0.1147568
31,MunshiPremchand,0.6964286,0.30357143,0.0,0.035714287,0.017857144,0.2857143,0.0,0.0,0.66071427,0.0,56.0,206.0,0.13376623,7.357143,8.418577,40.0,0.5936064,0.45992714,-0.3389973,0.69026905,1.0940964,-0.028483924,-0.48420238,1.1244459,-0.007141852,-0.62237555,0.07606191,-0.39635795,-0.42897865,-0.62818533,-0.18357964,1.3459523,0.5849167,-0.017276738,-0.21180579,0.9313721,-0.7240618,2.511475,-0.59720343,-0.44290957,-0.40683913,0.25425214,0.67230254,-0.3107368,2.123276,-0.10290135,-0.3807852,0.24347785,-0.7045091,-0.3790031,-0.58133656,0.007533205,2.2848034,-0.0822312,-0.3427382,-0.18880014,-0.34765187,1.3998516,-0.23137279,0.9380294,1.4569805,1.4483181,0.3421382,2.5225525,2.5872357,-0.6022474,-0.1178432,0.12963635,-0.38581148,-0.80509996,-0.5048453,-0.41885757,0.29883137,-0.43718672,1.0081316,0.809824,-0.15971072,-0.4626055,0.72083443,0.56103414,0.67107755,-0.18566592
32,MunshiPremchand,0.5604396,0.3956044,0.043956045,0.043956045,0.032967035,0.2967033,0.0,0.0,0.62637365,0.0,91.0,730.0,0.17826618,16.043957,14.489794,59.0,0.61761403,0.5487217,-0.61395353,1.588633,-0.23903738,0.07924595,-0.6409908,1.0567178,1.0948977,-0.7345433,0.8071157,-0.5823076,-0.5596797,-0.75396234,-0.35577372,3.1364992,1.8531313,-0.51492083,-0.47767714,0.92941284,-0.76374006,1.8309115,-0.7681945,-0.5648667,-0.5199261,0.12656012,-0.23777488,0.3543394,4.2080803,-0.37630042,-0.6009762,0.99388415,-0.82613873,-0.4915924,-0.73526585,0.8738628,3.3994298,0.49355206,-0.599478,-0.4476232,-0.5438935,2.904439,-0.26904413,-0.22997846,-0.30219054,1.8378522,1.1023933,3.7879095,3.6834848,-0.54462856,-0.35620868,-0.25895438,-0.6268064,-0.848751,-0.69413584,-0.59839034,0.9928129,-0.63352394,1.3912865,0.77523375,-0.3946922,-0.60254997,0.3617025,-0.23109084,-0.5885922,0.11656519
33,MunshiPremchand,0.6666667,0.27450982,0.05882353,0.019607844,0.039215688,0.21568628,0.0,0.0,0.7254902,0.0,51.0,202.0,0.15843137,7.9215684,7.796035,37.0,0.6418907,0.48337856,-0.42225057,0.94494724,0.7411772,0.08817188,-0.538243,1.1201973,0.23213425,-0.6747606,0.3246294,-0.4946946,-0.5500778,-0.6452449,-0.29097912,1.841065,0.84190446,-0.07397109,-0.3150016,0.89094067,-0.787027,2.2306235,-0.6591696,-0.5123388,-0.49939582,0.22232138,0.39665416,-0.09827286,2.6932151,-0.25959626,-0.4758851,0.40278038,-0.74610543,-0.512268,-0.63078934,0.049114816,2.5931869,0.07249983,-0.43584052,-0.34066734,-0.3664957,1.7468289,-0.30019656,0.6224731,1.0245281,1.5974317,0.65825886,2.9641488,2.9243295,-0.55966973,-0.26204148,0.054642644,-0.5066093,-0.8324949,-0.5728964,-0.5199741,0.3952223,-0.5504144,1.1745551,0.82196873,-0.32463568,-0.5163776,0.74351877,0.4349774,0.36453685,-0.22665876
34,MunshiPremchand,0.575,0.425,0.0,0.025,0.125,0.275,0.0,0.0,0.575,0.0,40.0,160.0,0.20512821,8.0,7.007139,30.0,0.60288984,0.56089437,-0.5408431,1.2649114,-0.1378178,-0.20667073,-0.55885327,1.2000945,0.49963236,-0.6598291,0.61026514,-0.41209984,-0.37774587,-0.7446109,-0.1541452,2.299171,1.0711318,-0.26656914,-0.4149726,0.70051545,-0.65121603,1.6632742,-0.6935652,-0.44559962,-0.33735245,-0.15065673,-0.1518726,-0.27779275,3.2969346,-0.20177367,-0.5101777,0.29468128,-0.7047995,-0.25612366,-0.66965514,0.35369623,2.6574075,0.10936697,-0.5014134,-0.26491067,-0.43428198,1.6867291,-0.18492776,-0.36781132,-0.07118143,1.4686525,0.56666785,3.0613525,2.7902856,-0.33923963,-0.16622332,-0.16719227,-0.48379046,-0.79438925,-0.62947285,-0.42415133,0.64684904,-0.4684874,1.4270742,0.77970266,-0.17107213,-0.5299206,0.8003424,-0.012641901,-0.34922352,-0.35282934
35,MunshiPremchand,0.81609195,0.1724138,0.011494253,0.022988506,0.011494253,0.20689656,0.0,0.0,0.7586207,0.0,87.0,150.0,0.04009623,3.4482758,4.6873727,19.0,0.3336615,0.43537414,0.20098989,1.0067933,-0.19938812,0.31082878,-0.08902648,0.5020745,0.30865788,-0.34266394,0.3106285,-0.021893518,-0.09383792,-0.2717958,0.42466038,0.95124876,1.1863347,-0.28604853,0.5444893,0.41766116,-0.6177214,0.65478796,-0.2663003,-0.015636696,0.014545423,-0.28247973,-0.36880457,0.16816932,1.798134,0.67670286,0.2050104,0.8252763,-0.6435676,-0.10268403,-0.28229862,0.40178752,1.168914,0.3133039,0.1821476,0.5495177,-0.23727858,0.83959067,-0.19196455,-0.3694511,-0.008088912,0.85630655,0.74995065,1.6511391,1.4235779,-0.554299,0.59558684,-0.12105495,0.13614306,-0.7336593,-0.06422859,0.033749938,-0.055419665,-0.009758161,1.1802423,0.27608696,0.53055924,-0.042549573,0.26242498,0.15190434,-0.3140853,0.027796816
36,MustansarHussainTarar,0.60714287,0.2857143,0.10714286,0.017857144,0.0,0.51785713,0.0,0.017857144,0.44642857,0.0,56.0,205.0,0.13311689,7.321429,7.984599,30.0,0.46122196,0.63875365,-0.008082015,0.6897284,1.5023597,0.39751488,-0.25762445,0.2534217,0.59753746,-0.37618828,0.07838003,-0.09758477,0.03209782,-0.2707286,0.56981325,0.7535373,1.549763,0.30339336,0.20498678,1.0846341,-0.48460293,1.7734807,-0.4635709,0.104207575,0.14402795,-0.03998242,0.5540434,0.4086741,1.6599791,0.5638676,0.05570499,1.108786,-0.71282727,0.1500442,-0.4158185,0.83720493,1.3288224,0.2840181,-0.06950824,0.35788447,-0.42383894,1.5381807,-0.170657,1.4493535,1.4232447,1.1913035,0.9854851,1.4556862,1.9007226,-0.6436738,0.5952323,0.3301924,-0.09759202,-0.64663297,-0.18693139,-0.10519457,0.0994715,-0.1558686,0.59857243,0.21046773,0.45860147,0.043448307,-0.1051048,0.6813584,0.73828495,0.6383726
37,MustansarHussainTarar,0.5503356,0.39597315,0.053691275,0.026845638,0.033557046,0.10067114,0.0,0.026845638,0.81208056,0.0,149.0,145.0,0.013150735,1.9463087,5.0617466,32.0,0.18863882,0.5073314,0.4102973,-0.025592998,1.2475697,-9.7438795e-05,0.16651306,-0.11195746,-0.30305806,0.017195802,-0.15478826,0.583291,0.88096577,-0.008157984,1.6451346,-0.08035119,0.43328995,0.72544026,0.6885455,0.6944292,0.005626536,1.1519568,-0.12916538,0.8244897,1.0253458,-0.2099749,0.45594802,-0.028824512,-0.013122607,1.6312234,0.7007356,0.39435837,-0.49620155,1.1667143,-0.14164758,0.5457602,0.08495894,-0.010392154,0.4370674,1.3556759,-0.35074043,0.0049849437,-0.15459362,0.8008225,0.57185227,0.15351583,0.101887465,0.28115788,0.20599258,-0.61921453,1.6802634,0.5312186,0.5762324,-0.39801967,0.25709128,0.6533101,-0.24570686,0.5351114,0.06082705,-0.1961468,1.5791396,0.574281,0.28750992,0.36660904,0.44397816,0.39658254
38,MustansarHussainTarar,0.5555556,0.3888889,0.055555556,0.027777778,0.0,0.29166666,0.0,0.0,0.6805556,0.0,72.0,52.0,0.020344287,1.4444444,3.0636258,19.0,0.2158537,0.43213296,0.4781928,0.054747757,0.8605513,0.006915273,0.13806756,-0.03655763,-0.27686495,-0.03127008,-0.23556288,0.45915714,0.69820154,0.030287525,1.403261,-0.114602245,0.5241015,0.6058862,0.7609202,0.6011828,-0.16393812,0.93463254,-0.10483381,0.67104685,0.7742968,-0.39458856,0.17238481,-0.0023389426,0.13851209,1.5285112,0.69172233,0.49507836,-0.5235329,0.85980886,-0.13926046,0.5716909,0.030677583,0.0054971855,0.45050776,1.2491555,-0.3518067,-0.1308169,-0.025956081,0.41005257,0.57521987,0.16651934,0.112180695,0.3690306,0.23492831,-0.679926,1.5315017,0.40408957,0.5364304,-0.453781,0.27647334,0.49091578,-0.31336147,0.4296753,0.21382774,-0.16654119,1.4005678,0.50422955,0.318883,0.449803,0.3493377,0.398552
39,MustansarHussainTarar,0.68115944,0.2753623,0.0,0.014492754,0.0,0.3188406,0.0,0.0,0.6666667,0.0,69.0,131.0,0.05583973,3.7971015,5.849761,22.0,0.28412372,0.5934066,0.364137,0.45486715,0.3532326,0.08245511,0.04764293,0.083496615,-0.03670947,-0.16863541,-0.061194144,0.21530858,0.28570294,-0.051291853,0.96957386,0.64954066,0.8597357,0.08901447,0.71536434,0.7449358,-0.4201691,0.87552065,-0.17062783,0.3745227,0.4177065,-0.35105777,-0.11713723,0.10138757,1.071699,1.1873413,0.5259565,0.69065285,-0.6395491,0.34524179,-0.21341243,0.6109262,0.8151008,0.15807854,0.338745,0.9612101,-0.39056373,0.7602443,-0.08848103,0.17394343,0.30280486,0.6281272,0.24485087,1.1206475,1.0855244,-0.6909847,1.1339676,0.13690698,0.3643043,-0.6097474,0.14893183,0.27758676,-0.094906226,0.21133159,0.4840638,0.06630874,1.0149449,0.28068298,0.13684925,0.2966376,-0.06795674,0.36408234
40,MustansarHussainTarar,0.6571429,0.30476192,0.03809524,0.104761906,0.00952381,0.43809524,0.0,0.0,0.44761905,0.0,105.0,406.0,0.07435898,7.733333,10.207623,48.0,0.41587994,0.5082886,0.038224433,0.13009277,1.385799,-0.1310147,-0.22245695,0.50029194,-0.1768812,-0.3813602,-0.31712446,-0.103536844,-0.053216346,-0.27321097,0.44040528,0.86016315,0.5286974,0.25902548,0.2748179,1.2275895,-0.5745784,2.301634,-0.3825648,0.01709167,0.027148807,-0.08745235,0.509354,-0.16541563,1.3356038,0.61648154,0.13434915,0.3759081,-0.7187853,-0.020842316,-0.3991018,0.2941489,1.7021995,-0.100814044,0.011193716,0.43686882,-0.51163936,1.2805465,-0.22675769,1.3678676,1.582033,1.2111125,0.06569287,1.8090729,2.2372572,-0.76602995,0.5782102,0.33363676,0.00509227,-0.69680417,-0.13231362,-0.08310198,0.16715798,-0.111104965,0.33734727,0.43997404,0.46962976,-0.03482634,0.16721351,0.7012393,0.62734455,0.3894141
41,MustansarHussainTarar,0.640625,0.328125,0.03125,0.03125,0.0,0.125,0.0,0.0,0.84375,0.0,64.0,24.0,0.011904762,0.75,2.0,8.0,0.12068453,0.73770493,0.70359266,0.06326577,1.5285943,0.25179082,0.33479246,-0.41639447,-0.16232274,0.12731333,-0.083080396,0.70732135,0.9617737,0.15378831,1.822185,-0.4802696,0.7879726,0.71108097,1.117363,0.7551094,-0.01636066,1.0772601,0.044101693,0.9454768,1.1221426,-0.12726003,0.6025772,0.1854354,-0.40440738,1.9679619,0.98365194,0.79690707,-0.5046371,1.1725193,0.0086016,0.77332366,-0.3505624,0.14435887,0.71207607,1.6794662,-0.31479973,0.01353861,-0.20613511,1.2821894,1.0178783,0.1728269,0.3730937,-0.26799357,-0.16056247,-0.65756696,1.9603407,0.58779657,0.82837814,-0.41715717,0.47081563,0.80640763,-0.4939933,0.6958449,0.0025980892,-0.35245115,1.8504933,0.7533973,-0.10637042,0.5832038,0.7344754,0.5934737
42,MustansarHussainTarar,0.7878788,0.18181819,0.030303031,0.09090909,0.030303031,0.121212125,0.0,0.0,0.75757575,0.0,33.0,48.0,0.09090909,2.909091,3.8640819,11.0,0.2691657,0.6213018,0.15779889,0.3319209,2.78365,0.10993291,-0.08883057,0.25838134,-0.14643176,-0.33386415,0.029927429,0.011193648,-0.039771236,-0.31362337,0.5153536,0.076005146,0.60179496,0.91712886,0.41705772,1.2400916,-0.5450349,3.1487641,-0.3061037,0.010357849,0.060616132,0.41873762,1.5698261,-0.02521869,0.35466415,0.64373434,0.1325004,0.38928553,-0.61102587,0.01640724,-0.36286625,0.23798843,0.77889,0.05533424,0.1264993,0.45150644,-0.29671255,0.51631063,-0.3502121,3.1327887,3.3987982,0.9126736,0.3145592,0.7975005,1.2199057,-0.60886127,0.5889542,1.03987,0.06577158,-0.67387503,-0.13094234,0.07247617,-0.3841833,-0.024529248,0.4174201,0.23321871,0.49542877,0.028359486,0.3103185,1.4257208,2.1998034,0.26797354
43,MustansarHussainTarar,0.6363636,0.2840909,0.07954545,0.011363637,0.011363637,0.26136363,0.0,0.0,0.71590906,0.0,88.0,219.0,0.057210032,4.9772725,7.087084,44.0,0.40979156,0.41285297,0.08826857,0.90717196,-0.022922413,0.0419364,-0.17377618,0.58099264,0.20731987,-0.36627263,0.28141627,-0.07233416,-0.09046167,-0.2501484,0.45130426,1.057665,1.0278859,-0.19259977,0.2891804,0.47490484,-0.59255666,0.92348,-0.36013016,0.017521234,0.020293696,-0.18824703,-0.19682689,0.03949285,1.8844628,0.5866477,0.12338039,0.6129234,-0.654005,-0.064216845,-0.37506315,0.4166498,1.2846621,0.22121538,0.026932506,0.41224754,-0.301125,0.87617624,-0.13847,-0.30161384,0.008510069,0.8784418,0.5805153,1.7558993,1.4762934,-0.5546774,0.5549702,-0.07388256,-0.009263861,-0.68897665,-0.121688865,-0.06765845,0.09512587,-0.1125933,1.0772687,0.29308656,0.43468237,-0.013082648,0.43215525,0.16637902,-0.30034876,0.070511445
44,MustansarHussainTarar,0.7258883,0.24873096,0.02538071,0.010152284,0.02538071,0.35532996,0.0,0.0,0.60913706,0.0,197.0,695.0,0.03599917,7.0558376,11.596513,71.0,0.32287702,0.44995704,0.18437847,0.5394594,1.0746105,0.33449075,-0.05556848,0.10974321,0.3572666,-0.26029113,0.056923915,0.111522794,0.1804843,-0.20486037,0.74463004,0.68473125,1.2779816,0.17479376,0.55229914,0.99546576,-0.4264203,1.4891739,-0.27913693,0.22065689,0.29511562,-0.05152637,0.36375144,0.28941277,1.2241257,0.93091357,0.317226,0.9885901,-0.6514104,0.27836344,-0.27004763,0.7727256,1.1578014,0.2468482,0.22912605,0.73659426,-0.3886448,1.3333833,-0.20299259,1.0697874,0.99074364,0.95102364,0.76557016,1.2239983,1.556487,-0.6476303,0.886272,0.26242617,0.21584874,-0.6310646,-0.0031146458,0.17000936,-0.0008855949,0.108373284,0.50814927,0.13584453,0.7919371,0.12951696,-0.124276124,0.45607886,0.40879878,0.53279173
45,MustansarHussainTarar,0.57894737,0.35964912,0.06140351,0.096491225,0.02631579,0.35964912,0.0,0.01754386,0.5,0.0,114.0,132.0,0.020493712,2.3157895,3.7353592,18.0,0.2813538,0.43962848,0.33936632,0.5279372,0.43848696,0.28587142,-0.032868966,0.05324911,0.35857213,-0.18799545,-0.19221602,0.23617528,0.51222515,-0.10509017,1.0110551,0.44377658,1.261651,0.28484362,0.46358237,0.5457076,-0.20683591,0.5310773,-0.30266798,0.44986326,0.48969468,-0.49238804,-0.1403177,0.14325874,1.1896864,1.1105628,0.35865209,0.76747805,-0.48236632,0.70210874,-0.19779654,0.80871576,0.41956523,0.23699228,0.27726534,0.7701928,-0.22897889,0.3637266,0.15847291,0.03948941,0.139974,0.35111132,0.6158261,0.76517797,0.73408455,-0.5802996,1.1492238,0.1445962,0.2599637,-0.41908544,0.090519555,0.18376558,-0.12995982,0.21903247,0.62008953,-0.0908581,0.95100284,0.28984296,0.12564927,0.3222556,-0.091921955,0.34859905
